NAME	DESCRIPTION	SNU_KO1	SNU_KO2	NCI_BAP1_-1	NCI_BAP1_0	SNU_Original_cell_line
AATK		5.7166684601312856e-05	0.00014495662451774062	7.031970647727214e-05	4.898758981058144e-05	2.6161847654328757e-05
ABALON		6.052943075433113e-05	0.00026203697508976186	4.1364533221924953e-05	4.898758981058144e-05	5.493988007409023e-05
ABAT		2.6901969224147123e-05	0.00011708035057202127	0.0008893374642713885	0.0024003919007184885	5.755606483952311e-05
ABCA1		0.007092031636715781	0.015042037421110143	0.0031354316182219135	0.003935336381450044	0.004104793896964182
ABCA10		4.3715699989239096e-05	0.00010592984099373351	2.4818719933154984e-05	2.721532767254522e-05	0.00035580112809887113
ABCA11P		7.06176692133865e-05	5.0177293102294914e-05	6.618325315507968e-05	4.3544524276072366e-05	2.354566288889591e-05
ABCA12		4.7078446142257536e-05	0.0002787627394571943	4.963743986630991e-05	3.81014587415633e-05	0.0002537699222469889
ABCA17P		3.0264715377165566e-05	5.5752547891438786e-05	2.068226661096245e-05	0.0	3.1394217185194536e-05
ABCA2		0.0014762455611750773	0.00460516045583284	0.00037228079899732426	0.0005769649466579587	0.0026894379388649995
ABCA3		0.0027036479070267857	0.007939162819740884	0.0014312128494786045	0.0016655780535597706	0.0020066137150870165
ABCA4		1.6813730765091973e-05	1.6725764367431607e-05	5.791034651069471e-05	9.25321140866536e-05	5.232369530865734e-06
ABCA5		0.0005952060690842565	0.0002230101915657548	0.0010299768772259316	0.0010396255170912311	0.0006331167132347565
ABCA6		3.3627461530183946e-06	5.575254789143879e-06	4.136453322192495e-06	3.81014587415633e-05	0.0007953201686915929
ABCA7		0.000366539330679005	0.0008641644923173015	0.0014767138360227228	0.001730894839973875	0.0004081248234075289
ABCA8		6.725492306036767e-06	1.115050957828774e-05	0.0	0.0	0.0007927039839261613
ABCB1		0.0022799418917464724	0.0030329386052942706	2.4818719933154984e-05	1.632919660352715e-05	0.005938739417532609
ABCB10		0.001751990745722581	0.0035570125554737907	0.0007156064247393022	0.0010178532549531937	0.0011615860358521973
ABCB6		0.00011769611535564397	9.477933141544578e-05	8.272906644385012e-05	0.00010341824515567216	0.00014127397733337558
ABCB7		0.0015435004842354427	0.002860105706830811	0.0008355635710828829	0.0013553233180927553	0.0015670946744942929
ABCB8		0.0020378241687291454	0.004348698735532227	0.0028417434323462407	0.003499891138689315	0.0015670946744942929
ABCB9		0.0005716668460131286	0.0008585892375281576	0.000550148291851603	0.0005987372087959952	0.0004892265511359498
ABCC1		0.004176530722048845	0.011250864164492383	0.007110563260848882	0.009661441323753557	0.0035737083895813096
ABCC10		0.0009886473689874054	0.0020572690171940886	0.0008521093843716518	0.0012410189418680605	0.0007613097667409694
ABCC12		1.6813730765091973e-05	6.690305746972652e-05	0.0	0.0	0.0
ABCC2		0.016490907134402186	0.024146428491782123	4.5500986544117437e-05	0.00017417809710428936	0.005650959093335005
ABCC3		0.018579172495426625	0.04637496933609876	0.0026721488461363533	0.0019214021336816929	0.00917757615713852
ABCC4		0.005336678144840193	0.027502731874846746	0.0021261370076069443	0.003967994774657092	0.008722360007953206
ABCC5		0.0011870493920154946	0.0016725764367431608	0.0018738133549532018	0.002503810145874165	0.0010647871995311808
ABCC6		6.389217690734941e-05	0.00014495662451774062	5.791034651069471e-05	3.26583932070543e-05	0.00010203120585188222
ABCC6P1		1.345098461207359e-05	1.115050957828774e-05	0.0	5.443065534509045e-06	2.354566288889591e-05
ABCC6P2		1.0088238459055206e-05	1.115050957828774e-05	0.0	0.0	2.8778032419761643e-05
ABCD1		0.00040352953836220716	0.0004292946187640788	0.0008852010109491951	0.001502286087524499	0.00041335719293839475
ABCD3		0.004620413214247273	0.00986262572199548	0.002593556233014692	0.003467232745482266	0.004167582331334575
ABCD4		0.0013787259227375419	0.0022970049731272815	0.0014725773827005291	0.0014369693011103877	0.0016141860002720832
ABCE1		0.009153395028516084	0.019987288419080786	0.005637985878148397	0.009650555192684524	0.00441088751451983
ABCF1		0.00886756160550953	0.022646684953502447	0.00894714853590238	0.008893969083387776	0.004005378875877734
ABCF2		0.0012139513612396409	0.002330456501862139	0.0014063941295454484	0.0020520357065099085	0.0005389340616791716
ABCF3		0.0022463144302162894	0.005318793068843257	0.003222297137987951	0.003870019595035932	0.0011458889272595993
ABCG1		6.052943075433113e-05	0.000590977007649251	0.00011168423969919749	0.00010886131069018075	2.8778032419761643e-05
ABCG2		0.002925589153126003	0.0010091211168350397	3.3091626577539946e-05	0.0002449379490529072	4.970751054322445e-05
ABCG4		3.0264715377165566e-05	2.7876273945719433e-05	1.6545813288769973e-05	1.632919660352715e-05	1.8313293358030134e-05
ABHD10		0.0026431184762724567	0.0037354207087264015	0.0015222148225668356	0.0022262138036141985	0.0018182484119758514
ABHD11		0.001072716022812868	0.000808411944425862	0.0010341133305481252	0.0010886131069018075	0.00031917454138281117
ABHD11-AS1		8.743139997847841e-05	3.902678352400717e-05	4.963743986630991e-05	5.443065534509044e-05	8.63340972592849e-05
ABHD12		0.009082777359302664	0.01561628866439203	0.004868605560220567	0.005785978663183115	0.004437049362174159
ABHD12B		2.6901969224147123e-05	2.230101915657548e-05	2.068226661096245e-05	2.721532767254522e-05	2.354566288889591e-05
ABHD13		0.0009482944151511862	0.0009979706072567535	0.0013484837830347548	0.0020738079686479457	0.0010072311346916558
ABHD14A		9.079414613149669e-05	0.00018955866283089156	0.00010341133305481253	0.00011430437622469004	3.924277148149316e-05
ABHD14B		0.002548961583987945	0.0037186949443589637	0.0014436222094451796	0.001654691922490752	0.0012426877635806158
ABHD15		0.0007700688690412122	0.0015276198122254254	0.0009017468242379637	0.0010396255170912311	0.00040289245387666316
ABHD16A		6.389217690734941e-05	9.477933141544578e-05	2.8955173255347463e-05	0.00010341824515567216	9.679883632101646e-05
ABHD17A		0.002750726353169047	0.003919404116768146	0.0022915951404946433	0.00256368386675376	0.0015723270440251604
ABHD17AP1		2.017647691811036e-05	6.690305746972652e-05	6.204679983288719e-05	4.3544524276072366e-05	1.5697108592597244e-05
ABHD17AP6		4.3715699989239096e-05	4.460203831315105e-05	6.618325315507968e-05	6.53167864141086e-05	2.354566288889591e-05
ABHD17B		0.0011399709458732334	0.0016502754175865889	0.0003557349857085543	0.0006313956020030495	0.0007770068753335632
ABHD17C		0.0006321962767674574	0.0009143417854195998	0.0014436222094451796	0.0017526671021119119	0.000358417312864304
ABHD18		0.0008810394920908208	0.0012265560536116513	0.00035159853238636183	0.0005225342913128687	0.0007325317343212045
ABHD2		0.002377461530184002	0.0037242701991481064	0.004235728201925114	0.005138253864576539	0.0021269582142969304
ABHD3		0.002801167545464321	0.004594009946254554	0.0008562458376938453	0.0010505116481602495	0.0008659571573582806
ABHD4		0.0034569030453029063	0.0039584309002921566	0.002101318287673788	0.0026997605051164854	0.003403656379828174
ABHD5		0.0013652749381254687	0.001984790704935221	0.0008976103709157702	0.0015458306118005664	0.0007743906905681317
ABHD6		0.000265656946088453	0.000763809906112711	0.00037641725231951726	0.00033747006313956083	0.00023545662888895913
ABHD8		0.001099617992037014	0.0024363863428558735	0.0007445615979946462	0.0008164598301763574	0.0007770068753335632
ABI1		0.006254707844614209	0.008178898775674069	0.003846901589639022	0.00557914217287177	0.004565242415680354
ABI2		0.01053212095125363	0.013285832162529838	0.0036731705501069356	0.004980404964075777	0.005237601900396641
ABI3BP		0.013635935650489596	0.012605651078254287	0.004103361695614953	0.0016982364467668192	0.01176498289015164
ABITRAM		0.0009449316689981679	0.000841863473160726	0.001067204957125663	0.0011811452209884654	0.0008816542659508787
ABL1		0.00642957064457117	0.010743515978680231	0.005261568625828852	0.00627041149575442	0.0031995939681244106
ABL2		0.006550629506079807	0.012739457193193754	0.01661199654192508	0.01799477465708689	0.0021348067685932294
ABLIM1		0.0038906972990422803	0.004582859436676267	0.00022750493272058743	0.0002122795558458529	0.0036966690735566548
ABLIM2		4.035295383622072e-05	8.920407662630192e-05	0.0002233684793983944	0.00017417809710428936	2.6161847654328757e-05
ABLIM3		4.7078446142257536e-05	0.0002230101915657548	0.00034332562574197685	0.0005116481602438502	0.00023807281365439202
ABR		0.007135747336705007	0.01861020048616227	0.008525230297038723	0.010973220117570265	0.003683588149729493
ABRACL		0.003712471752932306	0.0031221426819205756	0.0019565424213970513	0.0031733072066187718	0.0034664448141985623
ABRAXAS1		0.0008406865382545959	0.0006300037911732581	0.00011168423969919749	0.00017417809710428936	0.0008607247878274174
ABRAXAS2		0.0013921769073496149	0.0021241720746638135	0.0006825147981617591	0.0012246897452645325	0.0011955964378028254
ABT1		0.002828069514688467	0.003930554626346432	0.0015015325559558732	0.0027596342259960873	0.0020406241170376443
ABTB1		0.0007431668998170661	0.001455141499966549	0.0010630685038034693	0.0005497496189854137	0.0010804843081237791
ABTB2		0.00043379425373937276	0.00163354965321916	0.002142682820895713	0.0035107772697583334	0.00026161847654328755
ACAA1		0.0014527063381039437	0.002676122298789066	0.0016669906888435778	0.0028086218158066708	0.0011144947100744072
ACAA2		0.0031307166684601227	0.006712606766129232	0.00019441330614304708	0.0004735467015022873	0.004018459799704901
ACACA		0.008285806521037324	0.02183269775428743	0.0063825474761430205	0.008278902677988241	0.004549545307087764
ACACB		0.00016141181534488265	0.00026203697508976186	0.0002233684793983944	0.00035924232527759724	0.00016220345545683824
ACAD10		0.000564941353707092	0.0014718672643339867	0.0009224290908489261	0.0009470934030045732	0.0006383490827656241
ACAD8		0.0011702356612504033	0.0017729310229477521	0.0009265655441711196	0.0009035488787284988	0.0009078161136052077
ACAD9		0.002256402668675344	0.004309671952008217	0.0027631508192245847	0.0035488787284998985	0.001056938645234882
ACADM		0.0027709028300871566	0.006261011128208572	0.00281692471241309	0.0042455911169170584	0.0029719858935317494
ACADS		0.0009382061766921313	0.00200151646930265	0.0005625576518181782	0.0007184846505551973	0.0013290218608399014
ACADSB		0.0014728828150220588	0.0013603621685511092	0.0004467369587967894	0.0006096233398650131	0.0021321905838277934
ACADVL		0.009129855805444943	0.01072121495952371	0.01771229312562825	0.01749945569344657	0.005996295482372148
ACAP1		6.389217690734941e-05	0.00010035458620458965	0.0002233684793983944	0.0001251905072937079	6.802080390125466e-05
ACAP2		0.0034434520606908335	0.004649762494145992	0.00469487452068848	0.005497496189854138	0.0024095061689636808
ACAP3		0.001086167007424941	0.001995941214513507	0.0010630685038034693	0.0015839320705421313	0.0012269906549880175
ACAT1		0.004949962337243075	0.008240226578354649	0.003375345910909075	0.0038428042673633858	0.003997530321581435
ACAT2		0.005444286021736778	0.006617827434713785	0.003706262176684473	0.00819181362943612	0.0029510564154082834
ACBD3		0.0038570698375120977	0.008045092660734618	0.00263905721955881	0.003238623993032883	0.002773155851358849
ACBD4		0.0008238728074895045	0.00128230860150309	0.0006494231715842214	0.0006041802743305044	0.0008005525382224605
ACBD5		0.006550629506079807	0.010949800405878538	0.0013402108763903675	0.0022207707380796893	0.004612333741458166
ACBD6		0.00357796190681157	0.008268102852300374	0.0029947922052673648	0.0028848247332897937	0.0030426228821984367
ACBD7		0.0003194608845367476	0.00019513391762003543	3.722807989973242e-05	0.00011430437622469004	0.0007770068753335632
ACCS		0.00023875497686430566	0.0002508864655114741	0.00030196109252005206	0.00029392553886348866	0.0003505687585680054
ACD		0.0020176476918110356	0.0028043531589393724	0.0009348384508155015	0.0014805138253864618	0.0012793143502966753
ACE2		0.0	6.132780268058265e-05	0.0	3.81014587415633e-05	6.278843437038888e-05
ACER2		9.415689228451496e-05	0.0001839834080417477	0.0001447758662767373	0.00011430437622469004	7.063698866668756e-05
ACER3		0.0011735984074034216	0.0014439909903882632	0.0022254118873395626	0.002939255388634887	0.0011144947100744072
ACHE		0.00017822554610997512	0.00020628442719832318	0.00011168423969919749	0.0002503810145874158	0.00013865779256794268
ACIN1		0.009654444205315827	0.017963470930621547	0.00919947218855609	0.013988678423688226	0.006637260749903213
ACKR1		0.0	0.0	0.0003060975458422446	0.0004789897670367958	0.0
ACKR3		0.0	0.0	6.204679983288719e-05	6.53167864141086e-05	0.0
ACKR4		6.725492306036767e-06	5.575254789143879e-06	8.272906644385014e-06	5.443065534509045e-06	5.232369530865733e-05
ACLY		0.021397153771656033	0.05646060524966005	0.012281129913589536	0.019339211844110627	0.011710043010077553
ACO1		0.010865032820402406	0.010587408844584244	0.010883008690688457	0.008507511430437644	0.004962902500026172
ACO2		0.0038335306144409694	0.008251377087932945	0.0016380355155882283	0.002596342259960816	0.0019516738350129272
ACOT1		0.0010962552458839956	0.0016391249080083027	0.0005005108519852916	0.0008110167646418481	0.0008110172772841912
ACOT11		1.0088238459055206e-05	0.0	5.377389318850245e-05	0.0001632919660352715	2.6161847654328755e-06
ACOT12		9.415689228451496e-05	1.6725764367431607e-05	0.0	0.0	7.848554296298622e-06
ACOT13		0.001664559345744106	0.002213376151290119	0.0014932596493114915	0.0012845634661441346	0.0015173871639510667
ACOT2		0.003258501022274823	0.004789143863874593	0.0011830256501470556	0.0020901371652514737	0.002270848376395737
ACOT4		1.345098461207359e-05	0.0	0.0	2.177226213803622e-05	6.278843437038888e-05
ACOT7		0.003002932314645423	0.005764813451974766	0.0047114203339772495	0.010701066840844802	0.0019176634330622994
ACOT8		0.001287931776606043	0.0015331950670145686	0.0008438364777272701	0.0010178532549531937	0.000970604547975596
ACOT9		0.011964650812439448	0.012973617894337777	0.003813809963061479	0.005225342913128688	0.007607865297878787
ACOX1		0.0026296674916603834	0.0041981668562253395	0.0012781640765574804	0.0022207707380796893	0.002009229899852448
ACOX2		3.3627461530183946e-06	1.115050957828774e-05	6.618325315507968e-05	0.0001306335728282172	0.0
ACOX3		0.0008743139997847842	0.001627974398430017	0.0004632827720855593	0.0005007620291748323	0.0004970751054322445
ACP1		0.0077410416442483514	0.011897593720033022	0.005311206065695164	0.006401045068582636	0.0044605950250630475
ACP2		0.0006523727536855671	0.001973640195356935	0.0014684409293783355	0.0016329196603527148	0.0004813779968396507
ACP4		1.6813730765091973e-05	0.0	1.2409359966577492e-05	2.177226213803622e-05	1.8313293358030134e-05
ACP6		0.0005178629075648329	0.0009310675497870288	0.00038469015896390224	0.0003102547354670158	0.0007272993647903414
ACR		0.0	0.0	4.1364533221924953e-05	3.26583932070543e-05	0.0
ACRV1		2.6901969224147123e-05	1.6725764367431607e-05	0.0	2.721532767254522e-05	1.8313293358030134e-05
ACSF2		0.00043379425373937276	0.0005519502241252439	0.0011085694903475878	0.0010069671238841754	0.0020484726713339437
ACSF3		0.0010390885612826851	0.001990365959724364	0.0010837507704144318	0.0009525364685390825	0.0008450276792348191
ACSL1		0.001203863122780586	0.0017562052585803234	0.001038249783870319	0.0014696276943174434	0.000528469322617441
ACSL3		0.006792747229097133	0.013062821970964119	0.009881986986717866	0.012078162421075565	0.007579087265459061
ACSL4		0.012425347035402962	0.009372003300550826	0.01185093876808147	0.014032222947964357	0.0069930618780020826
ACSL5		1.6813730765091973e-05	5.0177293102294914e-05	0.0003640078923529393	0.000582408012192468	0.00019621385740746579
ACSM3		6.389217690734941e-05	0.00014495662451774062	1.2409359966577492e-05	3.81014587415633e-05	0.0008450276792348191
ACSS1		0.000706176692133865	0.003501260007582352	4.136453322192495e-06	1.0886131069018075e-05	0.0009889178413336258
ACSS2		0.0024783439147745556	0.0031555942106554335	0.0018407217283756586	0.002095580230785983	0.002320555886938963
ACTA2		0.00014796083073280954	6.132780268058265e-05	0.0017455833019652338	0.002367733507511433	0.00011772831444447956
ACTB		0.4010915474012692	0.7200553065275102	0.1847795063556611	0.32053124319616866	0.1977469416800095
ACTBL2		0.0	0.0	0.00035987143903074676	0.0003973437840191601	0.0
ACTBP11		0.00012442160766168052	0.00017840815325260385	3.3091626577539946e-05	9.25321140866536e-05	4.970751054322445e-05
ACTBP2		0.0002555687076293982	0.0004125688543966472	0.00012409359966577491	0.00021772262138036223	0.00011249594491361378
ACTG1		0.20711826105670897	0.30586405298722263	0.1275434017364832	0.20745155671674326	0.10528835588484596
ACTG1P20		1.0088238459055206e-05	2.230101915657548e-05	0.0	2.177226213803622e-05	1.8313293358030134e-05
ACTG2		9.751963843753324e-05	3.902678352400717e-05	0.0	0.0	2.8778032419761643e-05
ACTL10		1.0088238459055206e-05	5.575254789143879e-06	6.204679983288719e-05	5.987372087959952e-05	2.6161847654328755e-06
ACTL6A		0.0035241579683632776	0.006935616957694987	0.0026969675660695044	0.003766601349880263	0.0025089211900501283
ACTN1		0.06386863768427858	0.09671394482727887	0.034129876361410266	0.05355976485956904	0.02441162004625418
ACTN1-AS1		3.3627461530183945e-05	3.34515287348633e-05	4.136453322192495e-06	1.0886131069018075e-05	1.5697108592597244e-05
ACTN2		3.3627461530183946e-06	5.575254789143879e-06	0.00013236650631015987	0.0003973437840191601	2.6161847654328757e-05
ACTN4		0.06184762724631403	0.1817031288329878	0.036293241448916935	0.06046701502286099	0.04626722757668029
ACTR10		0.0063623157215108046	0.005435873419415286	0.004732102600588211	0.005388634879163958	0.005687585680051091
ACTR1A		0.00933162057462604	0.014740973662496389	0.006949241581283398	0.010151317221859394	0.005214056237507735
ACTR1B		0.00250860863015172	0.0041981668562253395	0.0037393538032620167	0.0036686261702590954	0.001729298129951134
ACTR2		0.02260774238674267	0.04369327178252058	0.021050410956637615	0.03714347920748976	0.013269289130275561
ACTR3		0.024864145055418018	0.04266184964652895	0.019002866562152342	0.029555845852384143	0.018208645967412826
ACTR3B		0.00036990207683202335	0.0012154055440333654	0.00021923202607620248	0.0002449379490529072	0.0001726681945185698
ACTR3C		1.345098461207359e-05	4.460203831315105e-05	7.031970647727214e-05	0.00013607663836272648	6.802080390125466e-05
ACTR5		0.0004741472075755936	0.0007526593965344233	0.00041364533221924953	0.00048443283257130516	0.0004212057472346934
ACTR6		0.0019369417841385973	0.0031165674271314238	0.0019730882346858203	0.0019976050511648228	0.0022734645611611685
ACTR8		0.0011870493920154946	0.0027095738275239242	0.0013981212229010613	0.0023786196385804518	0.0008685733421237166
ACTRT3		6.052943075433113e-05	4.460203831315105e-05	4.1364533221924953e-05	6.53167864141086e-05	8.371791249385202e-05
ACVR1		0.001442618099644889	0.0017227537298454567	0.002630784312914429	0.0029174831264968497	0.001331638045605333
ACVR1B		0.00127448079199397	0.0028712562164090972	0.00159253452904411	0.001600261267145659	0.002014462269383316
ACVR2A		0.00011097062304960688	0.00011708035057202127	0.0005542847451737966	0.0007348138471587182	7.848554296298624e-05
ACVR2B		0.000538039384482943	0.0013269106398162427	0.00047155567872994423	0.0003755715218811244	0.0004970751054322445
ACVR2B-AS1		4.3715699989239096e-05	0.00010035458620458965	2.068226661096245e-05	2.177226213803622e-05	1.8313293358030134e-05
ACVRL1		3.3627461530183946e-06	0.0	7.859261312165765e-05	7.075985194861789e-05	3.924277148149316e-05
ACY1		6.725492306036767e-06	3.34515287348633e-05	2.068226661096245e-05	2.177226213803622e-05	1.30809238271644e-05
ACYP1		0.0016141181534488265	0.002860105706830811	0.0001695945862098922	0.00029936860439799725	0.0014964576858276053
ACYP2		0.00038671580759711525	0.00043486987355322265	0.0007156064247393022	0.0007293707816242088	0.0002171433355309289
ADA		0.0024884321532336108	0.0036462166321000957	0.0009968852506483886	0.0012791204006096255	0.0031995939681244106
ADAL		0.0006826374690627315	0.00071920786779956	0.0002068226661096245	0.0005062050947093415	0.0003741144214569013
ADAM10		0.006194178413859891	0.010291920340759595	0.01904836754869643	0.026943174395819756	0.008900260572002642
ADAM11		0.0009213924459270399	0.0013603621685511092	0.00014063941295454485	0.00022860875244938008	0.00026161847654328755
ADAM12		6.725492306036767e-06	5.575254789143879e-06	0.00043432759883021196	0.0011212715001088632	0.00011511212967904668
ADAM15		0.004277413106639399	0.010771392252625946	0.01448585953431814	0.01973655562812979	0.003953055180569077
ADAM17		0.0034232755837727237	0.0072534064806761825	0.0065107775291309775	0.01001524058349666	0.002307474963111797
ADAM19		0.00014123533842677244	0.00011708035057202127	0.00130711924981283	0.0030535597648595745	9.156646679015067e-05
ADAM1B		1.6813730765091973e-05	1.6725764367431607e-05	1.6545813288769973e-05	5.443065534509045e-06	2.0929478123463024e-05
ADAM21		3.3627461530183946e-06	6.132780268058265e-05	2.068226661096245e-05	4.3544524276072366e-05	4.4475141012359115e-05
ADAM22		3.3627461530183945e-05	0.00016725764367431608	0.0001447758662767373	0.0001306335728282172	1.30809238271644e-05
ADAM23		0.0	0.0	9.513842641042757e-05	0.00013607663836272648	2.6161847654328755e-06
ADAM28		2.6901969224147123e-05	1.6725764367431607e-05	8.272906644385014e-06	1.0886131069018075e-05	2.0929478123463024e-05
ADAM32		3.3627461530183945e-05	6.132780268058265e-05	5.377389318850245e-05	0.00010341824515567216	4.970751054322445e-05
ADAM33		0.0	0.0	0.0004467369587967894	0.00048443283257130516	7.848554296298622e-06
ADAM8		9.415689228451496e-05	8.362882183715822e-05	0.0003391891724197844	0.0005279773568473773	0.00015697108592597247
ADAM9		0.02253039922522326	0.07223857630293726	0.05583384694295428	0.06838123231003716	0.022632614405759834
ADAMTS1		0.002293392876358545	0.0018509845899957718	0.03949071986697173	0.052296973655562934	0.002807166253309477
ADAMTS10		0.00034300010760787605	0.0018844361187306295	0.0006370138116176461	0.0006803831918136309	0.0013630322627905295
ADAMTS12		1.6813730765091973e-05	0.00016725764367431608	0.006924422861350225	0.008768778576094077	3.924277148149316e-05
ADAMTS13		5.38039384482943e-05	6.690305746972652e-05	7.031970647727214e-05	4.898758981058144e-05	0.0002119109660000631
ADAMTS14		3.3627461530183946e-06	5.575254789143879e-06	9.100197308823509e-05	0.00016873503156978077	5.232369530865734e-06
ADAMTS15		0.0011130689766490872	0.0017840815325260383	0.0007445615979946462	0.0017254517744393655	0.0030373905126675695
ADAMTS16		0.0	0.0	0.00024818719933154983	0.00035924232527759724	2.6161847654328755e-06
ADAMTS17		3.3627461530183946e-06	5.575254789143879e-06	0.0002357778393649724	0.0006749401262791217	0.0
ADAMTS18		0.00027574518454750833	0.0	8.272906644385014e-06	1.632919660352715e-05	0.00016481964022227113
ADAMTS2		0.0	0.0	0.001642171968910422	0.0030535597648595745	5.232369530865734e-06
ADAMTS3		7.734316151942305e-05	0.00012265560536116514	0.0009224290908489261	0.0020683649031134365	0.00019883004217289866
ADAMTS5		1.0088238459055206e-05	0.0	0.0032677981245320697	0.005432179403440026	2.354566288889591e-05
ADAMTS6		7.06176692133865e-05	4.460203831315105e-05	0.001964815328041433	0.003309383844981504	0.000130809238271644
ADAMTS7		1.6813730765091973e-05	3.902678352400717e-05	0.0022998680471390254	0.0028576094056172474	0.000130809238271644
ADAMTS7P3		0.0	5.575254789143879e-06	4.5500986544117437e-05	6.53167864141086e-05	2.6161847654328755e-06
ADAMTS8		1.0088238459055206e-05	3.902678352400717e-05	4.136453322192495e-06	1.632919660352715e-05	2.8778032419761643e-05
ADAMTS9		0.0	5.575254789143879e-06	0.00014063941295454485	0.00033202699760505154	0.00040027626911123024
ADAMTSL1		6.725492306036767e-06	0.0	5.377389318850245e-05	0.00030481166993250654	0.0
ADAMTSL3		2.6901969224147123e-05	0.0	0.0002978246391978596	0.0002449379490529072	5.755606483952311e-05
ADAMTSL4		0.00045060798450446466	0.0015722218505385696	0.00046741922540775177	0.0011484868277814096	0.0005467826159754707
ADAMTSL4-AS1		1.0088238459055206e-05	1.6725764367431607e-05	1.6545813288769973e-05	1.632919660352715e-05	2.0929478123463024e-05
ADAMTSL5		0.0004472452383514463	0.0003289400325594892	0.0005129202119518696	0.0008327890267798853	0.00021975952029636178
ADAP1		0.000289196169159582	0.0002676122298789066	0.000426054692185827	0.0007075985194861788	4.970751054322445e-05
ADAP2		0.0006490100075325488	0.0005798264980709634	5.791034651069471e-05	0.00014696276943174433	0.0003034774327902138
ADAR		0.013555229742817134	0.028617782832675524	0.020810496663950465	0.029675593294143293	0.008764218964200156
ADARB1		0.0005077746691057775	0.0009310675497870288	0.003788991243128323	0.0047245808839538545	0.0006357328980001881
ADAT1		0.001829333907242007	0.0026649717892107713	0.0009596571707486573	0.0018179838885260234	0.0007325317343212045
ADAT2		0.0006792747229097133	0.0008808902566847331	0.0002233684793983944	0.00028303940779447084	0.0004185895624692605
ADAT3		0.0001345098461207359	0.00046832140228808593	6.618325315507968e-05	9.797517962116288e-05	0.00010203120585188222
ADCK1		0.00025893145378241643	0.0006913315938538407	0.0001902768528208546	0.00014696276943174433	0.00019621385740746579
ADCK2		0.0016477456149790147	0.003228072522914301	0.0016463084222326154	0.0018669714783366	0.0010804843081237791
ADCK5		0.00046069622296351996	0.0006021275172275387	0.0008314271177606894	0.0004898758981058144	0.0004970751054322445
ADCY1		0.00025220596147637934	0.00039026783524007174	4.1364533221924953e-05	8.708904855214502e-05	2.6161847654328757e-05
ADCY10P1		0.00017150005380393802	0.00022858544635489866	4.963743986630991e-05	3.26583932070543e-05	8.371791249385202e-05
ADCY3		0.0025893145378241647	0.006366940969202306	0.0021095911943181697	0.0022262138036141985	0.0009679883632101646
ADCY5		2.353922307112874e-05	1.115050957828774e-05	3.722807989973242e-05	4.3544524276072366e-05	7.848554296298622e-06
ADCY6		0.0012980200150650976	0.004398876028634523	0.00205581730112967	0.0020302634443718714	0.0028123986228403446
